p diff est_diff error1 size est_size error2
2801 30887 30832.71 -0.175769% 86216745 86331588.55 0.133203%
2797 30918 30865.78 -0.168896% 86185827 86300722.77 0.133312%
2791 30974 30921.08 -0.170866% 86154853 86269801.70 0.133421%
2789 30983 30932.16 -0.164081% 86123870 86238869.53 0.133528%
2777 31110 31054.69 -0.177794% 86092760 86207814.85 0.133641%
2767 31205 31155.70 -0.157996% 86061555 86176659.15 0.133746%
2753 31343 31302.82 -0.128199% 86030212 86145356.33 0.133842%
2749 31378 31336.98 -0.130730% 85998834 86114019.35 0.133938%
2741 31455 31417.01 -0.120782% 85967379 86082602.34 0.134031%
2731 31555 31520.54 -0.109197% 85935824 86051081.80 0.134121%
2729 31564 31532.09 -0.101087% 85904260 86019549.71 0.134207%
2719 31664 31636.47 -0.086958% 85872596 85987913.24 0.134289%
2713 31718 31694.77 -0.073237% 85840878 85956218.47 0.134365%
2711 31730 31706.46 -0.074182% 85809148 85924512.01 0.134443%
2707 31767 31741.60 -0.079956% 85777381 85892770.41 0.134522%
2699 31846 31823.92 -0.069322% 85745535 85860946.48 0.134598%
2693 31902 31883.01 -0.059525% 85713633 85829063.47 0.134670%
2689 31936 31918.58 -0.054544% 85681697 85797144.89 0.134740%
2687 31945 31930.46 -0.045517% 85649752 85765214.43 0.134808%
2683 31979 31966.16 -0.040143% 85617773 85733248.27 0.134873%
2677 32037 32025.87 -0.034748% 85585736 85701222.40 0.134937%
2671 32092 32085.82 -0.019260% 85553644 85669136.58 0.134994%
2663 32176 32170.16 -0.018150% 85521468 85636966.42 0.135052%
2659 32213 32206.46 -0.020315% 85489255 85604759.97 0.135111%
2657 32220 32218.58 -0.004415% 85457035 85572541.39 0.135163%
2647 32322 32328.12 0.018944% 85424713 85540213.27 0.135207%
2633 32468 32487.74 0.060791% 85392245 85507725.53 0.135235%
2621 32599 32624.08 0.076949% 85359646 85475101.45 0.135258%
2617 32629 32661.48 0.099553% 85327017 85442439.96 0.135271%
2609 32719 32749.11 0.092040% 85294298 85409690.85 0.135288%
2593 32894 32938.56 0.135471% 85261404 85376752.29 0.135288%
2591 32908 32951.27 0.131502% 85228496 85343801.01 0.135289%
2579 33045 33091.82 0.141682% 85195451 85310709.19 0.135287%
2557 33315 33363.59 0.145861% 85162136 85277345.60 0.135283%
2551 33374 33428.99 0.164760% 85128762 85243916.61 0.135271%
2549 33384 33442.10 0.174040% 85095378 85210474.51 0.135256%
2543 33443 33507.85 0.193926% 85061935 85176966.66 0.135233%
2539 33481 33547.45 0.198460% 85028454 85143419.21 0.135208%
2531 33568 33640.23 0.215172% 84994886 85109778.98 0.135176%
2521 33683 33760.32 0.229566% 84961203 85076018.66 0.135139%
2503 33906 33989.62 0.246623% 84927297 85042029.04 0.135094%
2477 34244 34332.67 0.258942% 84893053 85007696.36 0.135044%
2473 34283 34374.32 0.266375% 84858770 84973322.04 0.134991%
2467 34352 34443.99 0.267785% 84824418 84938878.05 0.134938%
2459 34445 34542.04 0.281726% 84789973 84904336.01 0.134878%
2447 34596 34697.32 0.292859% 84755377 84869638.70 0.134814%
2441 34660 34768.39 0.312722% 84720717 84834870.31 0.134741%
2437 34705 34811.19 0.305979% 84686012 84800059.12 0.134671%
2423 34893 34997.96 0.300808% 84651119 84765061.15 0.134602%
2417 34962 35070.36 0.309938% 84616157 84729990.79 0.134530%
2411 35031 35143.09 0.319975% 84581126 84694847.70 0.134453%
2399 35190 35304.23 0.324609% 84545936 84659543.47 0.134374%
2393 35265 35378.00 0.320419% 84510671 84624165.48 0.134296%
2389 35307 35422.42 0.326909% 84475364 84588743.06 0.134216%
2383 35376 35496.74 0.341319% 84439988 84553246.31 0.134129%
2381 35390 35511.65 0.343750% 84404598 84517734.66 0.134041%
2377 35433 35556.47 0.348467% 84369165 84482178.19 0.133951%
2371 35506 35631.45 0.353333% 84333659 84446546.73 0.133858%
2357 35700 35827.98 0.358485% 84297959 84410718.75 0.133763%
2351 35775 35904.18 0.361080% 84262184 84374814.58 0.133667%
2347 35817 35950.07 0.371528% 84226367 84338864.51 0.133566%
2341 35888 36026.85 0.386908% 84190479 84302837.65 0.133458%
2339 35904 36042.26 0.385072% 84154575 84266795.40 0.133350%
2333 35977 36119.50 0.396089% 84118598 84230675.90 0.133238%
2311 36296 36447.72 0.418002% 84082302 84194228.18 0.133115%
2309 36309 36463.50 0.425522% 84045993 84157764.67 0.132989%
2297 36470 36638.12 0.460985% 84009523 84121126.55 0.132846%
2293 36518 36686.06 0.460201% 83973005 84084440.50 0.132704%
2287 36597 36766.26 0.462502% 83936408 84047674.24 0.132560%
2281 36679 36846.85 0.457630% 83899729 84010827.38 0.132418%
2273 36788 36960.33 0.468438% 83862941 83973867.05 0.132271%
2269 36832 37009.20 0.481094% 83826109 83936857.86 0.132117%
2267 36840 37025.52 0.503588% 83789269 83899832.33 0.131954%
2251 37087 37272.25 0.499498% 83752182 83862560.09 0.131791%
2243 37197 37388.57 0.515012% 83714985 83825171.52 0.131621%
2239 37240 37438.67 0.533473% 83677745 83787732.85 0.131442%
2237 37258 37455.40 0.529823% 83640487 83750277.45 0.131265%
2221 37506 37708.36 0.539552% 83602981 83712569.09 0.131082%
2213 37618 37827.64 0.557289% 83565363 83674741.44 0.130890%
2207 37695 37913.34 0.579228% 83527668 83636828.10 0.130687%
2203 37741 37964.97 0.593439% 83489927 83598863.13 0.130478%
2179 38131 38365.70 0.615513% 83451796 83560497.43 0.130257%
2161 38422 38667.51 0.638993% 83413374 83521829.92 0.130022%
2153 38542 38793.23 0.651841% 83374832 83483036.69 0.129781%
2143 38696 38956.15 0.672300% 83336136 83444080.53 0.129529%
2141 38712 38974.35 0.677693% 83297424 83405106.18 0.129274%
2137 38760 39029.06 0.694175% 83258664 83366077.12 0.129011%
2131 38848 39120.64 0.701804% 83219816 83326956.49 0.128744%
2129 38861 39139.01 0.715401% 83180955 83287817.47 0.128470%
2113 39123 39416.86 0.751109% 83141832 83248400.62 0.128177%
2111 39136 39435.53 0.765353% 83102696 83208965.09 0.127877%
2099 39338 39642.19 0.773283% 83063358 83169322.90 0.127571%
2089 39507 39812.98 0.774505% 83023851 83129509.91 0.127263%
2087 39524 39832.06 0.779426% 82984327 83089677.85 0.126953%
2083 39578 39889.43 0.786871% 82944749 83049788.42 0.126638%
2081 39593 39908.60 0.797101% 82905156 83009879.83 0.126318%
2069 39793 40120.77 0.823696% 82865363 82969759.05 0.125983%
2063 39884 40218.01 0.837459% 82825479 82929541.04 0.125640%
2053 40051 40394.32 0.857210% 82785428 82889146.72 0.125286%
2039 40293 40651.86 0.890631% 82745135 82848494.86 0.124914%
2029 40466 40832.18 0.904910% 82704669 82807662.68 0.124532%
2027 40474 40852.32 0.934736% 82664195 82766810.35 0.124135%
2017 40643 41034.61 0.963539% 82623552 82725775.74 0.123722%
2011 40738 41136.64 0.978537% 82582814 82684639.11 0.123301%
2003 40876 41280.40 0.989331% 82541938 82643358.71 0.122872%
1999 40935 41342.35 0.995115% 82501003 82602016.36 0.122439%
1997 40950 41363.05 1.008676% 82460053 82560653.30 0.121999%
1993 41006 41425.32 1.022570% 82419047 82519227.99 0.121551%
1987 41107 41529.56 1.027942% 82377940 82477698.43 0.121098%
1979 41253 41676.45 1.026476% 82336687 82436021.98 0.120645%
1973 41350 41782.07 1.044907% 82295337 82394239.91 0.120180%
1951 41784 42231.80 1.071700% 82253553 82352008.11 0.119697%
1949 41803 42253.47 1.077596% 82211750 82309754.64 0.119210%
1933 42129 42581.35 1.073732% 82169621 82267173.29 0.118721%
1931 42146 42603.40 1.085285% 82127475 82224569.89 0.118225%
1913 42515 42982.00 1.098441% 82084960 82181587.89 0.117717%
1907 42618 43094.70 1.118535% 82042342 82138493.19 0.117197%
1901 42733 43208.04 1.111658% 81999609 82095285.14 0.116679%
1889 42971 43459.65 1.137170% 81956638 82051825.49 0.116144%
1879 43168 43667.82 1.157838% 81913470 82008157.67 0.115595%
1877 43183 43691.08 1.176575% 81870287 81964466.59 0.115035%
1873 43249 43761.06 1.183983% 81827038 81920705.53 0.114470%
1871 43269 43784.45 1.191268% 81783769 81876921.08 0.113900%
1867 43334 43854.81 1.201839% 81740435 81833066.28 0.113324%
1861 43450 43972.63 1.202833% 81696985 81789093.65 0.112744%
1847 43741 44282.13 1.237122% 81653244 81744811.52 0.112142%
1831 44089 44644.90 1.260858% 81609155 81700166.62 0.111521%
1823 44251 44816.33 1.277549% 81564904 81655350.29 0.110889%
1811 44506 45088.54 1.308908% 81520398 81610261.75 0.110235%
1801 44724 45313.86 1.318889% 81475674 81564947.89 0.109571%
1789 44996 45592.48 1.325630% 81430678 81519355.41 0.108899%
1787 45012 45617.99 1.346294% 81385666 81473737.41 0.108215%
1783 45077 45694.75 1.370431% 81340589 81428042.66 0.107515%
1777 45195 45823.32 1.390246% 81295394 81382219.34 0.106802%
1759 45616 46266.18 1.425344% 81249778 81335953.16 0.106062%
1753 45736 46398.15 1.447761% 81204042 81289555.01 0.105306%
1747 45862 46530.94 1.458597% 81158180 81243024.07 0.104542%
1741 45985 46664.57 1.477818% 81112195 81196359.49 0.103763%
1733 46167 46853.06 1.486048% 81066028 81149506.43 0.102976%
1723 46391 47097.80 1.523568% 81019637 81102408.63 0.102162%
1721 46411 47125.16 1.538783% 80973226 81055283.47 0.101339%
1709 46708 47428.49 1.542533% 80926518 81007854.98 0.100507%
1699 46937 47679.73 1.582390% 80879581 80960175.25 0.099647%
1697 46961 47707.82 1.590304% 80832620 80912467.43 0.098781%
1693 47037 47792.36 1.605887% 80785583 80864675.07 0.097904%
1669 47668 48450.97 1.642556% 80737915 80816224.10 0.096992%
1667 47689 48480.04 1.658744% 80690226 80767744.06 0.096069%
1663 47763 48567.49 1.684348% 80642463 80719176.56 0.095128%
1657 47899 48714.05 1.701596% 80594564 80670462.52 0.094173%
1637 48450 49279.45 1.711975% 80546114 80621183.06 0.093200%
1627 48703 49552.05 1.743319% 80497411 80571631.02 0.092202%
1621 48851 49704.89 1.747953% 80448560 80521926.12 0.091196%
1619 48874 49735.59 1.762888% 80399686 80472190.53 0.090180%
1613 49011 49889.76 1.792995% 80350675 80422300.76 0.089141%
1609 49095 49982.78 1.808300% 80301580 80372317.98 0.088090%
1607 49114 50013.89 1.832243% 80252466 80322304.09 0.087023%
1601 49261 50170.08 1.845443% 80203205 80272134.01 0.085943%
1597 49352 50264.33 1.848617% 80153853 80221869.68 0.084858%
1583 49748 50677.11 1.867639% 80104105 80171192.57 0.083750%
1579 49828 50773.40 1.897319% 80054277 80120419.17 0.082622%
1571 50041 50999.63 1.915690% 80004236 80069419.54 0.081475%
1567 50134 51097.27 1.921387% 79954102 80018322.27 0.080321%
1559 50342 51326.70 1.956017% 79903760 79966995.57 0.079140%
1553 50494 51491.95 1.976370% 79853266 79915503.62 0.077940%
1549 50578 51591.67 2.004180% 79802688 79863911.95 0.076719%
1543 50737 51758.85 2.014022% 79751951 79812153.10 0.075487%
1531 51086 52130.73 2.045049% 79700865 79760022.36 0.074224%
1523 51321 52370.34 2.044653% 79649544 79707652.03 0.072955%
1511 51677 52751.59 2.079435% 79597867 79654900.44 0.071652%
1499 52037 53138.69 2.117133% 79545830 79601761.74 0.070314%
1493 52203 53316.65 2.133311% 79493627 79548445.09 0.068959%
1489 52297 53424.07 2.155139% 79441330 79495021.02 0.067586%
1487 52318 53460.00 2.182806% 79389012 79441561.02 0.066192%
1483 52417 53568.15 2.196132% 79336595 79387992.87 0.064785%
1481 52444 53604.32 2.212487% 79284151 79334388.55 0.063364%
1471 52753 53932.28 2.235481% 79231398 79280456.27 0.061918%
1459 53119 54338.90 2.296543% 79178279 79226117.37 0.060419%
1453 53300 54525.89 2.299980% 79124979 79171591.48 0.058910%
1451 53319 54563.47 2.334004% 79071660 79117028.01 0.057376%
1447 53418 54676.59 2.356119% 79018242 79062351.42 0.055822%
1439 53668 54942.57 2.374907% 78964574 79007408.86 0.054246%
1433 53824 55134.27 2.434360% 78910750 78952274.59 0.052622%
1429 53925 55250.02 2.457148% 78856825 78897024.57 0.050978%
1427 53953 55288.73 2.475738% 78802872 78841735.83 0.049318%
1423 54051 55405.30 2.505589% 78748821 78786330.54 0.047632%
1409 54539 55916.49 2.525692% 78694282 78730414.05 0.045914%
1399 54879 56276.21 2.545978% 78639403 78674137.84 0.044170%
1381 55559 56968.96 2.537776% 78583844 78617168.88 0.042407%
1373 55827 57259.41 2.565800% 78528017 78559909.47 0.040613%
1367 56018 57468.84 2.589960% 78471999 78502440.63 0.038793%
1361 56204 57679.97 2.626096% 78415795 78444760.66 0.036939%
1327 57579 59114.36 2.666534% 78358216 78385646.29 0.035006%
1321 57783 59338.11 2.691297% 78300433 78326308.18 0.033046%
1319 57814 59383.10 2.714048% 78242619 78266925.08 0.031065%
1307 58270 59882.88 2.767944% 78184349 78207042.20 0.029025%
1303 58388 60020.75 2.796386% 78125961 78147021.45 0.026957%
1301 58421 60066.89 2.817289% 78067540 78086954.56 0.024869%
1297 58529 60205.82 2.864947% 78009011 78026748.73 0.022738%
1291 58740 60439.00 2.892407% 77950271 77966309.73 0.020576%
1289 58774 60485.89 2.912662% 77891497 77905823.85 0.018393%
1283 59003 60721.61 2.912748% 77832494 77845102.24 0.016199%
1279 59122 60864.04 2.946511% 77773372 77784238.20 0.013972%
1277 59151 60911.70 2.976616% 77714221 77723326.50 0.011717%
1259 59918 61734.18 3.031101% 77654303 77661592.33 0.009387%
1249 60330 62179.02 3.064839% 77593973 77599413.31 0.007011%
1237 60856 62731.94 3.082593% 77533117 77536681.37 0.004597%
1231 61084 62986.74 3.114962% 77472033 77473694.63 0.002145%
1229 61119 63037.99 3.139767% 77410914 77410656.63 -0.000332%
1223 61345 63295.71 3.179905% 77349569 77347360.92 -0.002855%
1217 61580 63555.76 3.208446% 77287989 77283805.16 -0.005413%
1213 61715 63712.95 3.237377% 77226274 77220092.21 -0.008005%
1201 62254 64296.50 3.280908% 77164020 77155795.71 -0.010658%
1193 62611 64673.76 3.294565% 77101409 77091121.95 -0.013342%
1187 62852 64946.19 3.331931% 77038557 77026175.77 -0.016071%
1181 63095 65221.15 3.369757% 76975462 76960954.62 -0.018847%
1171 63557 65722.42 3.407053% 76911905 76895232.20 -0.021678%
1163 63925 66118.00 3.430580% 76847980 76829114.20 -0.024550%
1153 64396 66634.10 3.475522% 76783584 76762480.10 -0.027485%
1151 64427 66691.99 3.515591% 76719157 76695788.11 -0.030460%
1129 65592 67932.50 3.568265% 76653565 76627855.62 -0.033540%
1123 65857 68234.96 3.610787% 76587708 76559620.66 -0.036673%
1117 66127 68540.39 3.649636% 76521581 76491080.27 -0.039859%
1109 66519 68973.02 3.689203% 76455062 76422107.25 -0.043103%
1103 66807 69285.68 3.710213% 76388255 76352821.56 -0.046386%
1097 67085 69601.48 3.751179% 76321170 76283220.09 -0.049724%
1093 67250 69792.52 3.780693% 76253920 76213427.57 -0.053102%
1091 67288 69856.49 3.817155% 76186632 76143571.08 -0.056520%
1087 67441 70049.28 3.867504% 76119191 76073521.80 -0.059997%
1069 68503 71163.26 3.883417% 76050688 76002358.54 -0.063549%
1063 68787 71497.99 3.941131% 75981901 75930860.56 -0.067174%
1061 68825 71565.37 3.981653% 75913076 75859295.18 -0.070845%
1051 69383 72178.21 4.028662% 75843693 75787116.98 -0.074596%
1049 69434 72247.01 4.051349% 75774259 75714869.96 -0.078376%
1039 70009 72872.83 4.090659% 75704250 75641997.13 -0.082232%
1033 70316 73225.55 4.137826% 75633934 75568771.58 -0.086155%
1031 70364 73296.58 4.167725% 75563570 75495475.00 -0.090116%
1021 70948 73942.68 4.220949% 75492622 75421532.32 -0.094168%
1019 70991 74015.24 4.260037% 75421631 75347517.08 -0.098266%
1013 71295 74380.57 4.327891% 75350336 75273136.51 -0.102454%
1009 71486 74601.72 4.358505% 75278850 75198534.79 -0.106690%
997 72237 75424.81 4.412987% 75206613 75123109.98 -0.111031%
991 72570 75805.36 4.458259% 75134043 75047304.62 -0.115445%
983 73063 76345.17 4.492250% 75060980 74970959.45 -0.119930%
977 73406 76735.88 4.536257% 74987574 74894223.57 -0.124488%
971 73755 77131.02 4.577348% 74913819 74817092.54 -0.129117%
967 73955 77370.31 4.618096% 74839864 74739722.23 -0.133808%
953 74926 78425.73 4.670917% 74764938 74661296.50 -0.138623%
947 75286 78839.81 4.720408% 74689652 74582456.69 -0.143521%
941 75644 79258.72 4.778596% 74614008 74503197.97 -0.148511%
937 75853 79512.48 4.824443% 74538155 74423685.49 -0.153572%
929 76382 80111.61 4.882839% 74461773 74343573.88 -0.158738%
919 77085 80896.16 4.944105% 74384688 74262677.71 -0.164026%
911 77648 81517.76 4.983719% 74307040 74181159.96 -0.169405%
907 77859 81787.39 5.045514% 74229181 74099372.57 -0.174875%
887 79498 83539.32 5.083543% 74149683 74015833.25 -0.180513%
883 79735 83823.14 5.127160% 74069948 73932010.11 -0.186227%
881 79774 83918.29 5.195034% 73990174 73848091.83 -0.192028%
877 80008 84205.35 5.246163% 73910166 73763886.48 -0.197915%
863 81160 85473.80 5.315176% 73829006 73678412.68 -0.203976%
859 81398 85772.31 5.373975% 73747608 73592640.37 -0.210132%
857 81454 85872.39 5.424402% 73666154 73506767.98 -0.216363%
853 81700 86174.41 5.476629% 73584454 73420593.57 -0.222683%
839 82915 87509.65 5.541394% 73501539 73333083.93 -0.229186%
829 83755 88459.69 5.617206% 73417784 73244624.24 -0.235855%
827 83822 88566.66 5.660394% 73333962 73156057.58 -0.242595%
823 84077 88889.50 5.723918% 73249885 73067168.08 -0.249443%
821 84134 88997.77 5.780979% 73165751 72978170.31 -0.256378%
811 85014 89985.41 5.847759% 73080737 72888184.90 -0.263479%
809 85075 90096.64 5.902608% 72995662 72798088.26 -0.270665%
797 86191 91340.14 5.974099% 72909471 72706748.12 -0.278047%
787 87117 92384.69 6.046680% 72822354 72614363.43 -0.285614%
773 88523 93938.37 6.117477% 72733831 72520425.06 -0.293407%
769 88808 94304.84 6.189582% 72645023 72426120.22 -0.301332%
761 89575 95172.30 6.248730% 72555448 72330947.92 -0.309419%
757 89869 95549.47 6.320832% 72465579 72235398.45 -0.317641%
751 90404 96185.62 6.395311% 72375175 72139212.83 -0.326026%
743 91200 97091.81 6.460315% 72283975 72042121.02 -0.334589%
739 91506 97485.96 6.535042% 72192469 71944635.07 -0.343296%
733 92072 98150.93 6.602371% 72100397 71846484.13 -0.352166%
727 92641 98825.98 6.676283% 72007756 71747658.16 -0.361208%
719 93475 99788.12 6.753806% 71914281 71647870.04 -0.370456%
709 94574 101054.82 6.852648% 71819707 71546815.21 -0.379968%
701 95449 102063.93 6.930330% 71724258 71444751.28 -0.389696%
691 96630 103393.27 6.999144% 71627628 71341358.01 -0.399664%
683 97541 104452.94 7.086189% 71530087 71236905.07 -0.409872%
677 98193 105224.38 7.160775% 71431894 71131680.69 -0.420279%
673 98529 105693.43 7.271396% 71333365 71025987.26 -0.430903%
661 100094 107452.33 7.351415% 71233271 70918534.93 -0.441839%
659 100175 107615.38 7.427381% 71133096 70810919.55 -0.452921%
653 100848 108439.39 7.527553% 71032248 70702480.17 -0.464251%
647 101536 109277.40 7.624294% 70930712 70593202.76 -0.475829%
643 101944 109787.25 7.693686% 70828768 70483415.51 -0.487588%
641 102032 109958.53 7.768667% 70726736 70373456.98 -0.499499%
631 103359 111526.87 7.902431% 70623377 70261930.11 -0.511795%
619 105105 113508.77 7.995597% 70518272 70148421.34 -0.524475%
617 105194 113692.74 8.079112% 70413078 70034728.60 -0.537328%
613 105604 114249.15 8.186384% 70307474 69920479.45 -0.550432%
607 106380 115190.25 8.281863% 70201094 69805289.20 -0.563816%
601 107133 116148.57 8.415304% 70093961 69689140.63 -0.577540%
599 107235 116342.47 8.493003% 69986726 69572798.16 -0.591438%
593 108029 117323.44 8.603650% 69878697 69455474.72 -0.605653%
587 108838 118322.78 8.714589% 69769859 69337151.94 -0.620192%
577 110438 120168.37 8.810712% 69659421 69216983.57 -0.635144%
571 111287 121220.64 8.926143% 69548134 69095762.93 -0.650443%
569 111354 121433.68 9.051923% 69436780 68974329.25 -0.666003%
563 112223 122512.13 9.168468% 69324557 68851817.12 -0.681923%
557 113113 123611.88 9.281762% 69211444 68728205.24 -0.698206%
547 114846 125645.71 9.403648% 69096598 68602559.53 -0.714997%
541 115779 126806.95 9.525000% 68980819 68475752.58 -0.732184%
523 119384 130928.78 9.670292% 68861435 68344823.80 -0.750218%
521 119483 131180.08 9.789748% 68741952 68213643.71 -0.768538%
509 121894 134015.02 9.943900% 68620058 68079628.70 -0.787568%
503 122951 135347.17 10.082207% 68497107 67944281.52 -0.807079%
499 123542 136160.88 10.214247% 68373565 67808120.64 -0.826993%
491 125144 138102.08 10.354535% 68248421 67670018.56 -0.847496%
487 125736 138952.81 10.511556% 68122685 67531065.75 -0.868461%
479 127407 140983.44 10.655958% 67995278 67390082.31 -0.890055%
467 130229 144304.24 10.808073% 67865049 67245778.07 -0.912503%
463 130885 145239.26 10.967079% 67734164 67100538.81 -0.935459%
461 130977 145554.31 11.129675% 67603187 66954984.49 -0.958834%
457 131636 146509.81 11.299198% 67471551 66808474.68 -0.982749%
449 133505 148793.93 11.451953% 67338046 66659680.75 -1.007403%
443 134807 150473.32 11.621296% 67203239 66509207.43 -1.032735%
439 135534 151501.61 11.781259% 67067705 66357705.82 -1.058631%
433 136909 153251.05 11.936434% 66930796 66204454.76 -1.085212%
431 137013 153606.62 12.110985% 66793783 66050848.14 -1.112281%
421 139728 156890.38 12.282703% 66654055 65893957.76 -1.140362%
419 139853 157264.82 12.450084% 66514202 65736692.95 -1.168937%
409 142724 160725.41 12.612743% 66371478 65575967.54 -1.198573%
401 144986 163531.09 12.790953% 66226492 65412436.45 -1.229199%
397 145871 164766.84 12.953803% 66080621 65247669.60 -1.260508%
389 148275 167731.80 13.122103% 65932346 65079937.81 -1.292853%
383 149980 169921.51 13.296112% 65782366 64910016.30 -1.326115%
379 150947 171266.53 13.461370% 65631419 64738749.76 -1.360125%
373 152718 173562.33 13.648903% 65478701 64565187.43 -1.395131%
367 154572 175926.94 13.815530% 65324129 64389260.49 -1.431123%
359 157341 179357.27 13.992711% 65166788 64209903.22 -1.468363%
353 159307 181897.74 14.180634% 65007481 64028005.48 -1.506712%
349 160429 183461.33 14.356715% 64847052 63844544.14 -1.545957%
347 160610 183990.04 14.557027% 64686442 63660554.10 -1.585940%
337 164674 188903.72 14.713750% 64521768 63471650.38 -1.627540%
331 166906 191757.25 14.889370% 64354862 63279893.13 -1.670377%
317 173544 199621.11 15.026226% 64181318 63080272.01 -1.715524%
313 174925 201534.42 15.211900% 64006393 62878737.60 -1.761786%
311 175174 202182.44 15.418062% 63831219 62676555.16 -1.808933%
307 176609 204158.16 15.598956% 63654610 62472397.00 -1.857231%
293 184243 213216.37 15.725630% 63470367 62259180.63 -1.908271%
283 189895 219997.10 15.851973% 63280472 62039183.53 -1.961566%
281 190226 220780.01 16.061954% 63090246 61818403.51 -2.015910%
277 191990 223171.13 16.241019% 62898256 61595232.38 -2.071637%
271 195247 227288.68 16.410844% 62703009 61367943.70 -2.129189%
269 195647 228133.62 16.604711% 62507362 61139810.08 -2.187825%
263 199100 232470.76 16.760804% 62308262 60907339.32 -2.248374%
257 202708 236993.54 16.913757% 62105554 60670345.78 -2.310918%
251 206481 241714.53 17.063810% 61899073 60428631.26 -2.375547%
241 214056 250741.21 17.138136% 61685017 60177890.05 -2.443263%
239 214596 251790.33 17.332259% 61470421 59926099.71 -2.512300%
233 218951 257193.56 17.466265% 61251470 59668906.15 -2.583716%
229 221540 260562.91 17.614385% 61029930 59408343.24 -2.657035%
227 222147 261710.76 17.809722% 60807783 59146632.48 -2.731806%
223 224853 265231.54 17.957748% 60582930 58881400.95 -2.808595%
211 236662 279058.77 17.914482% 60346268 58602342.17 -2.889865%
199 249909 294484.13 17.836545% 60096359 58307858.04 -2.976055%
197 250837 295978.97 17.996538% 59845522 58011879.07 -3.063960%
193 254516 300579.68 18.098542% 59591006 57711299.38 -3.154346%
191 255511 302153.40 18.254557% 59335495 57409145.98 -3.246537%
181 268482 317177.60 18.137381% 59067013 57091968.38 -3.343735%
179 269673 318949.54 18.272702% 58797340 56773018.84 -3.442879%
173 277548 328167.74 18.238193% 58519792 56444851.10 -3.545708%
167 285981 337993.12 18.187264% 58233811 56106857.98 -3.652437%
163 291238 344213.85 18.189883% 57942573 55762644.12 -3.762223%
157 300790 355176.08 18.081079% 57641783 55407468.05 -3.876207%
151 311131 366936.87 17.936456% 57330652 55040531.17 -3.994584%
149 313113 369399.54 17.976430% 57017539 54671131.63 -4.115238%
139 334668 393317.49 17.524679% 56682871 54277814.14 -4.243005%
137 337160 396188.42 17.507541% 56345711 53881625.72 -4.373155%
131 350970 411310.12 17.192387% 55994741 53470315.60 -4.508326%
127 359934 421026.11 16.973141% 55634807 53049289.49 -4.647302%
113 405144 469462.74 15.875525% 55229663 52579826.75 -4.797850%
109 417728 482383.73 15.477950% 54811935 52097443.02 -4.952374%
107 422579 486891.99 15.219164% 54389356 51610551.03 -5.109097%
103 436770 501073.31 14.722465% 53952586 51109477.72 -5.269642%
101 442451 506034.43 14.370729% 53510135 50603443.28 -5.432040%
97 458626 521684.98 13.749544% 53051509 50081758.30 -5.597863%
89 499678 562716.39 12.615802% 52551831 49519041.92 -5.771044%
83 534463 596614.96 11.628862% 52017368 48922426.95 -5.949822%
79 558942 619271.23 10.793468% 51458426 48303155.73 -6.131688%
73 603753 661687.06 9.595657% 50854673 47641468.66 -6.318405%
71 616356 671006.60 8.866727% 50238317 46970462.06 -6.504706%
67 650455 701051.67 7.778658% 49587862 46269410.39 -6.692064%
61 713610 758514.92 6.292642% 48874252 45510895.46 -6.881653%
59 732269 771371.11 5.339856% 48141983 44739524.35 -7.067550%
53 814513 844141.97 3.637630% 47327470 43895382.39 -7.251788%
47 917528 933944.31 1.789189% 46409942 42961438.08 -7.430528%
43 997397 999103.21 0.171066% 45412545 41962334.87 -7.597482%
41 1035666 1023471.58 -1.177447% 44376879 40938863.29 -7.747313%
37 1140281 1106455.76 -2.966395% 43236598 39832407.52 -7.873400%
31 1355638 1284916.37 -5.216852% 41880960 38547491.15 -7.959390%
29 1426733 1329223.83 -6.834437% 40454227 37218267.32 -7.999064%
23 1781107 1618185.54 -9.147203% 38673120 35600081.78 -7.946186%
19 2107132 1873688.51 -11.078731% 36565988 33726393.27 -7.765672%
17 2269992 1983905.49 -12.602975% 34295996 31742487.78 -7.445500%
13 2836976 2441729.83 -13.931953% 31459020 29300757.95 -6.860551%
11 3124206 2663705.27 -14.739768% 28334814 26637052.68 -5.991786%
7 4434005 3805293.24 -14.179320% 23900809 22831759.44 -4.472859%
5 5218541 4566351.89 -12.497537% 18682268 18265407.55 -2.231316%
3 6647839 6088469.18 -8.414311% 12034429 12176938.37 1.184181%
2 6274203 6088469.18 -2.960277% 5760226 6088469.18 5.698443%
